feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF01181,"In my experience, The metro connection to other transport was convenient.",5,Line 2A,Dahisar East,2026-02-04,Tourism,Connectivity,interchange,Positive,0.58,Low,General,Not Required,English,Synthetic Complaint,experience metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01182,"Overall, The lift was out of service and caused inconvenience.",1,Line 1,Azad Nagar,2026-07-14,Tourism,Facilities,escalator,Negative,-0.64,High,Tourist,Not Required,English,Synthetic Complaint,overall lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01183,The QR ticket scanner worked smoothly.,4,Line 3,MIDC,2026-02-12,Other,Ticketing,qr_scanner,Positive,0.86,Low,Student,Not Required,Hinglish,Synthetic Review,qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01184,The station floor was dirty and bins were overflowing.,2,Line 6,Swami Samarth Nagar,2026-02-08,Tourism,Cleanliness,station_cleanliness,Negative,-0.48,High,Senior citizen,Not Required,English,Synthetic Complaint,station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01185,"During my trip, Seats and windows were clean during my journey.",5,Line 7,Jogeshwari East,2026-05-14,Work,Cleanliness,coach_cleanliness,Positive,0.58,Low,General,Not Required,English,Synthetic Review,trip seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01186,"Today, Buying the ticket was quick and easy.",5,Line 2A,Shimpoli,2026-03-08,Shopping,Ticketing,ticket_machine,Positive,0.57,Low,Tourist,Not Required,English,Synthetic Complaint,today buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01187,"In my experience, I felt safe throughout the journey and at the station.",5,Line 3,SEEPZ,2026-07-24,Shopping,Safety,security_presence,Positive,0.76,Low,Tourist,Not Required,English,Synthetic Survey,experience felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01188,Security presence at the station was reassuring.,5,Line 6,Jogeshwari,2026-01-11,Work,Safety,general_safety,Positive,0.67,Low,General,Resolved,English,Synthetic Complaint,security presence station reassuring,5,Station Staff Behavior & Security
MPF01189,"Today, The ticket price feels expensive for a short journey.",3,Line 3,Aarey JVLR,2026-07-19,Tourism,Fare,frequent_commuter_cost,Neutral,0.07,Medium,Tourist,Not Required,English,Synthetic Complaint,today ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01190,"During my trip, The coach was extremely crowded during peak hours.",1,Line 6,Jogeshwari,2026-08-23,Shopping,Crowding,platform_crowding,Negative,-0.39,High,Senior citizen,Not Required,Hinglish,Synthetic Complaint,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01191,"Today, The ticket machine was not working and caused a queue.",2,Line 1,Versova,2026-06-15,Work,Ticketing,ticket_machine,Negative,-0.42,High,General,Open,English,Synthetic Complaint,today ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01192,The staff member at the counter was rude and unhelpful.,1,Line 3,SEEPZ,2026-03-18,Tourism,Staff Behaviour,staff_politeness,Negative,-0.53,High,Senior citizen,In Review,English,Synthetic Review,staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01193,"In my experience, The ticket price feels expensive for a short journey.",2,Line 1,DN Nagar,2026-03-16,College,Fare,frequent_commuter_cost,Negative,-0.82,High,Senior citizen,Not Required,English,Synthetic Review,experience ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01194,Security presence at the station was reassuring.,5,Line 3,MIDC,2026-08-10,Work,Safety,general_safety,Positive,0.71,Low,Senior citizen,Not Required,English,Synthetic Survey,security presence station reassuring,5,Station Staff Behavior & Security
MPF01195,"Today, More seating and drinking water facilities are needed.",3,Line 1,Andheri,2026-07-07,Tourism,Facilities,lift,Neutral,0.07,Medium,General,Not Required,Hinglish,Synthetic Survey,today seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF01196,"During my trip, It was difficult to connect from the metro to the bus stop.",2,Line 7,Dindoshi,2026-03-16,Other,Connectivity,last_mile,Negative,-0.67,High,Student,In Review,English,Synthetic Survey,trip difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01197,"Overall, The staff member at the counter was rude and unhelpful.",1,Line 1,Versova,2026-07-06,Tourism,Staff Behaviour,staff_politeness,Negative,-0.83,High,Senior citizen,Not Required,English,Synthetic Review,overall staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01198,"In my experience, The coach was clean and well maintained.",5,Line 2A,Dahisar East,2026-01-24,Other,Cleanliness,washroom_cleanliness,Positive,0.76,Low,Student,Not Required,English,Synthetic Complaint,experience coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01199,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 2A,Poisar,2026-07-14,Shopping,Staff Behaviour,security_assistance,Negative,-0.93,High,Student,Not Required,English,Synthetic Complaint,trip staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01200,"In my experience, The fare is reasonable for the service provided.",4,Line 3,SEEPZ,2026-07-30,Other,Fare,fare_value,Positive,0.86,Low,General,Not Required,Hinglish,Synthetic Survey,experience fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01201,Seats and windows were clean during my journey.,5,Line 1,Ghatkopar,2026-03-27,Tourism,Cleanliness,station_cleanliness,Positive,0.6,Low,General,Resolved,Hinglish,Synthetic Review,seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01202,"Today, Buying the ticket was quick and easy.",4,Line 3,SEEPZ,2026-01-20,Other,Ticketing,counter_queue,Positive,0.9,Low,Working professional,Not Required,English,Synthetic Survey,today buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01203,"In my experience, Seats and windows were clean during my journey.",5,Line 6,Swami Samarth Nagar,2026-07-13,Shopping,Cleanliness,station_cleanliness,Positive,0.64,Low,General,Resolved,English,Synthetic Survey,experience seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01204,"In my experience, Too many passengers were packed into the train today.",3,Line 2A,Shimpoli,2026-01-20,Work,Crowding,peak_hour_crowding,Neutral,-0.07,Medium,Tourist,In Review,English,Synthetic Review,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01205,"In my experience, The ticket machine was not working and caused a queue.",2,Line 7,Aarey,2026-05-07,Daily commute,Ticketing,counter_queue,Negative,-0.39,High,Senior citizen,In Review,English,Synthetic Survey,experience ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01206,"Overall, The train was delayed by 5 minutes and I missed my connection.",2,Line 3,Marol Naka,2026-04-03,Daily commute,Delay,service_frequency,Negative,-0.48,High,Student,Resolved,Hinglish,Synthetic Survey,overall train delayed 5 minute missed connection,7,Train & Platform Overcrowding
MPF01207,"Overall, The coach was clean and well maintained.",5,Line 3,BKC,2026-08-18,Other,Cleanliness,station_cleanliness,Positive,0.58,Low,Working professional,Not Required,English,Synthetic Review,overall coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01208,"In my experience, The ticket price feels expensive for a short journey.",1,Line 7,Aarey,2026-02-23,Shopping,Fare,frequent_commuter_cost,Negative,-0.66,High,Tourist,Open,English,Synthetic Complaint,experience ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01209,"During my trip, The train was delayed by 10 minutes and I missed my connection.",3,Line 7,Goregaon East,2026-03-02,Tourism,Delay,service_frequency,Neutral,-0.1,Medium,Tourist,In Review,English,Synthetic Review,trip train delayed 10 minute missed connection,7,Train & Platform Overcrowding
MPF01210,"Overall, Crowding near the doors made boarding difficult.",2,Line 6,Kanjurmarg,2026-06-26,Tourism,Crowding,platform_crowding,Negative,-0.56,High,Student,In Review,English,Synthetic Review,overall crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01211,"In my experience, Very little waiting time today; the train arrived on schedule.",4,Line 1,Ghatkopar,2026-03-07,College,Delay,missed_connection,Positive,0.87,Low,General,Resolved,English,Synthetic Review,experience little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01212,"In my experience, Broken fixtures and damaged signs should be repaired.",2,Line 2A,Poisar,2026-08-16,Other,Maintenance,signage_and_fixtures,Negative,-0.43,High,Senior citizen,Resolved,Hinglish,Synthetic Survey,experience broken fixture damaged sign repaired,7,Train & Platform Overcrowding
MPF01213,"Today, The interchange process was smooth and well signposted.",5,Line 7,Dindoshi,2026-05-26,College,Connectivity,last_mile,Positive,0.65,Low,General,Resolved,English,Synthetic Review,today interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01214,"Overall, The station staff were polite and helpful.",5,Line 2A,Shimpoli,2026-06-29,Shopping,Staff Behaviour,staff_politeness,Positive,0.86,Low,Tourist,Not Required,English,Synthetic Complaint,overall station staff polite helpful,5,Station Staff Behavior & Security
MPF01215,Crowding near the doors made boarding difficult.,2,Line 6,Vikhroli,2026-05-24,Daily commute,Crowding,platform_crowding,Negative,-0.49,High,Tourist,Open,English,Synthetic Review,crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01216,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Goregaon West,2026-07-31,Tourism,Maintenance,infrastructure,Negative,-0.56,High,Working professional,Not Required,English,Synthetic Review,experience escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01217,"In my experience, The station floor was dirty and bins were overflowing.",3,Line 7,Jogeshwari East,2026-06-01,Daily commute,Cleanliness,station_cleanliness,Neutral,-0.01,Medium,General,Open,English,Synthetic Review,experience station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01218,"In my experience, Good value for money compared with other transport options.",5,Line 6,Jogeshwari,2026-05-04,College,Fare,fare_complaint,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Complaint,experience good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01219,"During my trip, Security staff guided me properly when I asked for help.",3,Line 1,DN Nagar,2026-05-31,Work,Staff Behaviour,staff_helpfulness,Neutral,-0.05,Medium,Senior citizen,Open,English,Synthetic Survey,trip security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01220,"Today, The train was delayed by 10 minutes and I missed my connection.",2,Line 6,Shyam Nagar,2026-01-15,Other,Delay,late_train,Negative,-0.95,High,General,In Review,English,Synthetic Survey,today train delayed 10 minute missed connection,7,Train & Platform Overcrowding
MPF01221,"Overall, The station staff were polite and helpful.",5,Line 3,BKC,2026-06-06,Daily commute,Staff Behaviour,security_assistance,Positive,0.68,Low,Student,Resolved,Hinglish,Synthetic Survey,overall station staff polite helpful,5,Station Staff Behavior & Security
MPF01222,"During my trip, Buying the ticket was quick and easy.",4,Line 7,Aarey,2026-06-10,Work,Ticketing,ticket_machine,Positive,0.73,Low,General,Resolved,English,Synthetic Review,trip buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01223,Security staff guided me properly when I asked for help.,4,Line 1,Versova,2026-08-15,Tourism,Staff Behaviour,staff_politeness,Positive,0.73,Low,Senior citizen,Resolved,English,Synthetic Review,security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01224,Too many passengers were packed into the train today.,3,Line 3,Marol Naka,2026-08-25,Other,Crowding,peak_hour_crowding,Neutral,0.06,Medium,Tourist,Resolved,English,Synthetic Review,many passenger packed train today,7,Train & Platform Overcrowding
MPF01225,The coach condition was good and everything looked maintained.,5,Line 2A,Goregaon West,2026-04-27,Other,Maintenance,infrastructure,Positive,0.92,Low,General,Not Required,English,Synthetic Survey,coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF01226,"Overall, Security presence at the station was reassuring.",5,Line 1,DN Nagar,2026-02-22,Shopping,Safety,platform_safety,Positive,0.69,Low,Student,Not Required,English,Synthetic Survey,overall security presence station reassuring,5,Station Staff Behavior & Security
MPF01227,"Today, The escalator was not working and needs maintenance.",1,Line 1,Andheri,2026-04-30,Shopping,Maintenance,equipment,Negative,-0.82,High,Working professional,In Review,Hinglish,Synthetic Survey,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01228,"Overall, Please improve passenger safety near the platform edge.",2,Line 6,Kanjurmarg,2026-07-05,Other,Safety,platform_safety,Negative,-0.68,High,General,Resolved,English,Synthetic Survey,overall please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF01229,"During my trip, Train service was running late today. Please improve punctuality.",3,Line 6,Shyam Nagar,2026-04-26,Daily commute,Delay,late_train,Neutral,-0.09,Medium,Tourist,Not Required,English,Synthetic Survey,trip train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
