feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF00983,"During my trip, There should be more working ticket counters during rush hours.",2,Line 7,Goregaon East,2026-08-09,College,Ticketing,qr_scanner,Negative,-0.76,High,Student,Open,Hinglish,Synthetic Review,trip working ticket counter rush hour
MPF00984,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Goregaon West,2026-06-29,Daily commute,Maintenance,signage_and_fixtures,Negative,-0.63,High,General,In Review,English,Synthetic Complaint,experience escalator working need maintenance
MPF00985,The seating area and signage were useful.,4,Line 6,Jogeshwari,2026-04-25,Shopping,Facilities,seating_and_water,Positive,0.8,Low,General,Not Required,English,Synthetic Complaint,seating area signage useful
MPF00986,"During my trip, The lift was out of service and caused inconvenience.",1,Line 1,Versova,2026-06-03,College,Facilities,escalator,Negative,-0.38,High,General,Not Required,English,Synthetic Complaint,trip lift service caused inconvenience
MPF00987,"Today, The ticket price feels expensive for a short journey.",2,Line 3,MIDC,2026-07-16,Other,Fare,frequent_commuter_cost,Negative,-0.63,High,Senior citizen,Resolved,English,Synthetic Survey,today ticket price feel expensive short journey
MPF00988,"During my trip, The train was delayed by 30 minutes and I missed my connection.",3,Line 6,Shyam Nagar,2026-02-11,Daily commute,Delay,missed_connection,Neutral,-0.08,Medium,General,Resolved,English,Synthetic Complaint,trip train delayed 30 minute missed connection
MPF00989,The escalator was not working and needs maintenance.,2,Line 2A,Shimpoli,2026-06-29,College,Maintenance,signage_and_fixtures,Negative,-0.51,High,Student,Resolved,English,Synthetic Complaint,escalator working need maintenance
MPF00990,"During my trip, Please review the fare for frequent daily commuters.",3,Line 3,Marol Naka,2026-01-24,College,Fare,fare_value,Neutral,-0.08,Medium,Working professional,In Review,English,Synthetic Review,trip please review fare frequent daily commuter
MPF00991,The staff member at the counter was rude and unhelpful.,1,Line 7,Jogeshwari East,2026-01-16,Daily commute,Staff Behaviour,security_assistance,Negative,-0.68,High,General,Not Required,English,Synthetic Complaint,staff member counter rude unhelpful
MPF00992,The coach was extremely crowded during peak hours.,1,Line 7,Aarey,2026-02-14,College,Crowding,peak_hour_crowding,Negative,-0.75,High,Student,In Review,English,Synthetic Survey,coach extremely crowded peak hour
MPF00993,Too many passengers were packed into the train today.,2,Line 6,Vikhroli,2026-02-08,Tourism,Crowding,door_area_crowding,Negative,-0.59,High,Working professional,Open,Hinglish,Synthetic Complaint,many passenger packed train today
MPF00994,"During my trip, The train was delayed by 15 minutes and I missed my connection.",1,Line 1,Ghatkopar,2026-06-04,Work,Delay,late_train,Negative,-0.74,High,General,In Review,English,Synthetic Survey,trip train delayed 15 minute missed connection
MPF00995,More seating and drinking water facilities are needed.,4,Line 6,Shyam Nagar,2026-01-11,Work,Facilities,escalator,Positive,0.58,Low,Senior citizen,Not Required,English,Synthetic Review,seating drinking water facility needed
MPF00996,The coach condition was good and everything looked maintained.,5,Line 1,Azad Nagar,2026-02-21,Tourism,Maintenance,equipment,Positive,0.91,Low,General,Resolved,English,Synthetic Complaint,coach condition good everything looked maintained
MPF00997,"Today, The lift was out of service and caused inconvenience.",2,Line 7,Dindoshi,2026-05-24,Daily commute,Facilities,escalator,Negative,-0.69,High,Tourist,Not Required,English,Synthetic Review,today lift service caused inconvenience
MPF00998,There should be more working ticket counters during rush hours.,3,Line 6,Vikhroli,2026-03-22,Work,Ticketing,qr_scanner,Neutral,0.07,Medium,Student,Open,English,Synthetic Complaint,working ticket counter rush hour
MPF00999,"Today, The train was delayed by 15 minutes and I missed my connection.",2,Line 1,Ghatkopar,2026-05-15,Tourism,Delay,late_train,Negative,-0.74,High,Student,Resolved,Hinglish,Synthetic Complaint,today train delayed 15 minute missed connection
MPF01000,"Today, Train service was running late today. Please improve punctuality.",2,Line 6,Shyam Nagar,2026-05-27,Other,Delay,missed_connection,Negative,-0.41,High,Senior citizen,In Review,English,Synthetic Survey,today train service running late today please improve punctuality
MPF01001,Frequent delays on this route are becoming difficult for daily commuters.,2,Line 6,Swami Samarth Nagar,2026-08-23,Work,Delay,service_frequency,Negative,-0.95,High,Senior citizen,Open,Hinglish,Synthetic Review,frequent delay route becoming difficult daily commuter
MPF01002,"During my trip, Too many passengers were packed into the train today.",2,Line 1,DN Nagar,2026-06-26,Other,Crowding,peak_hour_crowding,Negative,-0.54,High,Senior citizen,In Review,English,Synthetic Review,trip many passenger packed train today
MPF01003,"Today, Good value for money compared with other transport options.",5,Line 3,Marol Naka,2026-06-26,Other,Fare,fare_value,Positive,0.79,Low,Tourist,Not Required,English,Synthetic Complaint,today good value money compared transport option
MPF01004,The station floor was dirty and bins were overflowing.,2,Line 1,Andheri,2026-05-18,Work,Cleanliness,station_cleanliness,Negative,-0.63,High,Senior citizen,Resolved,Hinglish,Synthetic Review,station floor dirty bin overflowing
MPF01005,"Today, Buying the ticket was quick and easy.",5,Line 7,Mogharpada,2026-01-28,Tourism,Ticketing,ticket_machine,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Review,today buying ticket quick easy
MPF01006,The ticket price feels expensive for a short journey.,2,Line 2A,Dahisar East,2026-07-16,College,Fare,fare_value,Negative,-0.69,High,Tourist,Resolved,English,Synthetic Complaint,ticket price feel expensive short journey
MPF01007,"In my experience, Security staff guided me properly when I asked for help.",3,Line 6,Jogeshwari,2026-02-21,College,Staff Behaviour,security_assistance,Neutral,0.09,Medium,Senior citizen,In Review,Hinglish,Synthetic Review,experience security staff guided properly asked help
MPF01008,"In my experience, The ticket price feels expensive for a short journey.",1,Line 1,Azad Nagar,2026-08-12,Other,Fare,fare_complaint,Negative,-0.81,High,Working professional,Resolved,English,Synthetic Survey,experience ticket price feel expensive short journey
MPF01009,"Overall, The station infrastructure appeared well maintained.",4,Line 1,DN Nagar,2026-05-17,College,Maintenance,infrastructure,Positive,0.77,Low,Student,Not Required,English,Synthetic Complaint,overall station infrastructure appeared well maintained
MPF01010,"Overall, Security presence at the station was reassuring.",4,Line 6,Jogeshwari,2026-01-31,Daily commute,Safety,platform_safety,Positive,0.82,Low,Tourist,Not Required,English,Synthetic Complaint,overall security presence station reassuring
MPF01011,"Today, The metro connection to other transport was convenient.",5,Line 1,Ghatkopar,2026-06-06,College,Connectivity,bus_connection,Positive,0.81,Low,General,Resolved,English,Synthetic Review,today metro connection transport convenient
MPF01012,"In my experience, The lift was out of service and caused inconvenience.",2,Line 7,Jogeshwari East,2026-08-14,College,Facilities,lift,Negative,-0.82,High,Working professional,Resolved,Hinglish,Synthetic Review,experience lift service caused inconvenience
MPF01013,Good value for money compared with other transport options.,5,Line 7,Aarey,2026-02-23,Tourism,Fare,fare_complaint,Positive,0.71,Low,Working professional,Resolved,Hinglish,Synthetic Review,good value money compared transport option
MPF01014,"Today, More seating and drinking water facilities are needed.",3,Line 3,Marol Naka,2026-02-25,College,Facilities,seating_and_water,Neutral,-0.03,Medium,Tourist,Open,English,Synthetic Survey,today seating drinking water facility needed
MPF01015,"In my experience, Security staff guided me properly when I asked for help.",4,Line 2A,Goregaon West,2026-06-16,College,Staff Behaviour,staff_helpfulness,Positive,0.7,Low,Working professional,Not Required,English,Synthetic Complaint,experience security staff guided properly asked help
MPF01016,"Overall, The fare is reasonable for the service provided.",4,Line 7,Mogharpada,2026-01-07,Work,Fare,frequent_commuter_cost,Positive,0.77,Low,Tourist,Not Required,Hinglish,Synthetic Review,overall fare reasonable service provided
MPF01017,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Poisar,2026-03-04,Tourism,Maintenance,signage_and_fixtures,Negative,-0.57,High,Working professional,In Review,English,Synthetic Review,experience escalator working need maintenance
MPF01018,I felt safe throughout the journey and at the station.,4,Line 2A,Poisar,2026-02-21,Daily commute,Safety,general_safety,Positive,0.58,Low,Student,Not Required,English,Synthetic Review,felt safe throughout journey station
MPF01019,"In my experience, Buying the ticket was quick and easy.",5,Line 2A,Shimpoli,2026-01-26,Shopping,Ticketing,qr_scanner,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Review,experience buying ticket quick easy
MPF01020,"In my experience, Crowding near the doors made boarding difficult.",3,Line 2A,Shimpoli,2026-08-06,Tourism,Crowding,peak_hour_crowding,Neutral,-0.02,Medium,General,In Review,English,Synthetic Complaint,experience crowding near door made boarding difficult
MPF01021,"Overall, The station has clean lifts and working escalators.",5,Line 1,DN Nagar,2026-05-27,Shopping,Facilities,lift,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Complaint,overall station clean lift working escalator
MPF01022,The seating area and signage were useful.,4,Line 3,Aarey JVLR,2026-08-28,Work,Facilities,seating_and_water,Positive,0.58,Low,General,Not Required,English,Synthetic Survey,seating area signage useful
MPF01023,"In my experience, Buying the ticket was quick and easy.",5,Line 2A,Kandarpada,2026-05-12,Tourism,Ticketing,counter_queue,Positive,0.56,Low,Tourist,Not Required,Hinglish,Synthetic Survey,experience buying ticket quick easy
MPF01024,The seating area and signage were useful.,4,Line 6,Swami Samarth Nagar,2026-07-11,College,Facilities,seating_and_water,Positive,0.83,Low,Tourist,Not Required,Hinglish,Synthetic Review,seating area signage useful
MPF01025,"In my experience, I felt safe throughout the journey and at the station.",4,Line 3,Aarey JVLR,2026-01-10,Daily commute,Safety,general_safety,Positive,0.84,Low,Senior citizen,Not Required,English,Synthetic Review,experience felt safe throughout journey station
MPF01026,"Today, Security presence at the station was reassuring.",5,Line 7,Jogeshwari East,2026-03-10,Work,Safety,platform_safety,Positive,0.83,Low,Senior citizen,Not Required,English,Synthetic Review,today security presence station reassuring
MPF01027,"Overall, I felt safe throughout the journey and at the station.",4,Line 3,Aarey JVLR,2026-01-03,Work,Safety,general_safety,Positive,0.65,Low,Senior citizen,Not Required,English,Synthetic Survey,overall felt safe throughout journey station
MPF01028,"In my experience, The coach condition was good and everything looked maintained.",5,Line 1,Versova,2026-02-21,College,Maintenance,signage_and_fixtures,Positive,0.8,Low,Student,Resolved,English,Synthetic Survey,experience coach condition good everything looked maintained
MPF01029,"Today, The coach was clean and well maintained.",5,Line 1,DN Nagar,2026-07-01,Other,Cleanliness,station_cleanliness,Positive,0.63,Low,Student,Not Required,English,Synthetic Survey,today coach clean well maintained
MPF01030,"In my experience, The seating area and signage were useful.",3,Line 6,Jogeshwari,2026-02-06,Tourism,Facilities,seating_and_water,Neutral,-0.01,Medium,Student,Open,English,Synthetic Review,experience seating area signage useful
MPF01031,"Overall, The coach was clean and well maintained.",5,Line 6,Jogeshwari,2026-05-10,Work,Cleanliness,washroom_cleanliness,Positive,0.85,Low,Working professional,Resolved,English,Synthetic Review,overall coach clean well maintained
MPF01032,"Overall, Good value for money compared with other transport options.",5,Line 7,Dindoshi,2026-01-17,Other,Fare,fare_complaint,Positive,0.55,Low,Senior citizen,Not Required,English,Synthetic Survey,overall good value money compared transport option
MPF01033,"Today, Broken fixtures and damaged signs should be repaired.",1,Line 7,Aarey,2026-06-24,Other,Maintenance,signage_and_fixtures,Negative,-0.36,High,Student,In Review,English,Synthetic Complaint,today broken fixture damaged sign repaired
MPF01034,"During my trip, The QR ticket scanner worked smoothly.",5,Line 1,Ghatkopar,2026-02-13,College,Ticketing,ticket_machine,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Complaint,trip qr ticket scanner worked smoothly
MPF01035,"Today, More seating and drinking water facilities are needed.",3,Line 7,Jogeshwari East,2026-09-01,Shopping,Facilities,lift,Neutral,0.07,Medium,Tourist,Resolved,English,Synthetic Review,today seating drinking water facility needed
MPF01036,"During my trip, The ticket price feels expensive for a short journey.",1,Line 2A,Kandarpada,2026-01-25,Other,Fare,fare_value,Negative,-0.69,High,Working professional,Open,English,Synthetic Survey,trip ticket price feel expensive short journey
