feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF01054,"In my experience, The station infrastructure appeared well maintained.",4,Line 6,Swami Samarth Nagar,2026-03-25,Work,Maintenance,equipment,Positive,0.75,Low,Working professional,Not Required,English,Synthetic Survey
MPF01055,"Today, There should be more working ticket counters during rush hours.",3,Line 3,Aarey JVLR,2026-01-29,Other,Ticketing,ticket_machine,Neutral,0.09,Medium,General,Open,English,Synthetic Survey
MPF01056,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 3,Aarey JVLR,2026-08-16,College,Staff Behaviour,staff_helpfulness,Negative,-0.42,High,Senior citizen,Open,English,Synthetic Complaint
MPF01057,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Goregaon West,2026-04-28,Work,Delay,service_frequency,Positive,0.89,Low,Tourist,Resolved,Hinglish,Synthetic Review
MPF01058,"In my experience, More seating and drinking water facilities are needed.",3,Line 6,Jogeshwari,2026-08-07,Other,Facilities,lift,Neutral,0.06,Medium,Working professional,Not Required,English,Synthetic Survey
MPF01059,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 6,Swami Samarth Nagar,2026-02-18,Tourism,Delay,service_frequency,Positive,0.7,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01060,There should be more working ticket counters during rush hours.,2,Line 7,Aarey,2026-01-31,Daily commute,Ticketing,qr_scanner,Negative,-0.49,High,Senior citizen,Resolved,English,Synthetic Survey
MPF01061,The coach was extremely crowded during peak hours.,2,Line 1,Azad Nagar,2026-05-25,Tourism,Crowding,door_area_crowding,Negative,-0.68,High,General,Not Required,English,Synthetic Complaint
MPF01062,"Today, The station staff were polite and helpful.",4,Line 1,DN Nagar,2026-06-18,Shopping,Staff Behaviour,staff_politeness,Positive,0.56,Low,Tourist,Resolved,English,Synthetic Survey
MPF01063,The lift was out of service and caused inconvenience.,2,Line 7,Goregaon East,2026-01-12,Work,Facilities,seating_and_water,Negative,-0.37,High,Working professional,Not Required,English,Synthetic Complaint
MPF01064,The lift was out of service and caused inconvenience.,2,Line 3,BKC,2026-02-11,Tourism,Facilities,escalator,Negative,-0.73,High,Senior citizen,Resolved,English,Synthetic Complaint
MPF01065,"During my trip, It was difficult to connect from the metro to the bus stop.",2,Line 7,Mogharpada,2026-02-07,Shopping,Connectivity,last_mile,Negative,-0.85,High,Senior citizen,In Review,English,Synthetic Review
MPF01066,Good value for money compared with other transport options.,5,Line 3,BKC,2026-08-09,Work,Fare,frequent_commuter_cost,Positive,0.65,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint
MPF01067,"During my trip, The platform was overcrowded and felt unsafe.",3,Line 2A,Dahisar East,2026-07-31,Other,Safety,general_safety,Neutral,0.03,Medium,Working professional,Open,Hinglish,Synthetic Survey
MPF01068,"In my experience, The fare is reasonable for the service provided.",3,Line 3,Aarey JVLR,2026-02-28,Tourism,Fare,frequent_commuter_cost,Neutral,0.0,Medium,Student,Open,English,Synthetic Complaint
MPF01069,"During my trip, Seats and windows were clean during my journey.",5,Line 7,Jogeshwari East,2026-06-26,Tourism,Cleanliness,coach_cleanliness,Positive,0.92,Low,Tourist,Resolved,English,Synthetic Review
MPF01070,Too many passengers were packed into the train today.,3,Line 2A,Poisar,2026-07-13,Shopping,Crowding,door_area_crowding,Neutral,0.06,Medium,Working professional,In Review,Hinglish,Synthetic Survey
MPF01071,The metro connection to other transport was convenient.,4,Line 7,Dindoshi,2026-04-26,Daily commute,Connectivity,interchange,Positive,0.56,Low,Working professional,Not Required,English,Synthetic Review
MPF01072,"In my experience, The fare is reasonable for the service provided.",4,Line 3,SEEPZ,2026-06-01,College,Fare,fare_value,Positive,0.69,Low,Working professional,Resolved,English,Synthetic Complaint
MPF01073,The seating area and signage were useful.,4,Line 3,Aarey JVLR,2026-06-08,Shopping,Facilities,escalator,Positive,0.83,Low,General,Resolved,English,Synthetic Complaint
MPF01074,The fare is reasonable for the service provided.,4,Line 3,Aarey JVLR,2026-07-11,Daily commute,Fare,fare_complaint,Positive,0.65,Low,Student,Not Required,English,Synthetic Review
MPF01075,"During my trip, The station has clean lifts and working escalators.",5,Line 2A,Goregaon West,2026-02-02,Shopping,Facilities,seating_and_water,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01076,"Overall, The station has clean lifts and working escalators.",5,Line 1,Ghatkopar,2026-01-31,Tourism,Facilities,seating_and_water,Positive,0.66,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01077,"Overall, Crowding near the doors made boarding difficult.",1,Line 6,Vikhroli,2026-02-20,College,Crowding,door_area_crowding,Negative,-0.78,High,Tourist,Open,English,Synthetic Survey
MPF01078,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,MIDC,2026-04-24,Work,Delay,missed_connection,Negative,-0.92,High,Working professional,Open,English,Synthetic Complaint
MPF01079,"In my experience, Too many passengers were packed into the train today.",3,Line 1,Andheri,2026-07-01,Shopping,Crowding,platform_crowding,Neutral,-0.1,Medium,Senior citizen,Resolved,English,Synthetic Survey
MPF01080,Please improve cleanliness in the washroom area.,2,Line 7,Mogharpada,2026-08-13,Other,Cleanliness,washroom_cleanliness,Negative,-0.69,High,Tourist,Not Required,English,Synthetic Review
MPF01081,The ticket price feels expensive for a short journey.,1,Line 7,Jogeshwari East,2026-05-20,Tourism,Fare,fare_complaint,Negative,-0.85,High,Working professional,Resolved,English,Synthetic Complaint
MPF01082,"Overall, The station has clean lifts and working escalators.",5,Line 6,Shyam Nagar,2026-07-11,Tourism,Facilities,seating_and_water,Positive,0.72,Low,Student,Not Required,English,Synthetic Survey
MPF01083,I felt safe throughout the journey and at the station.,4,Line 3,Aarey JVLR,2026-08-24,College,Safety,platform_safety,Positive,0.76,Low,General,Not Required,English,Synthetic Review
MPF01084,"Today, Please train staff to respond more politely to passengers.",2,Line 3,MIDC,2026-06-20,Shopping,Staff Behaviour,staff_politeness,Negative,-0.89,High,General,Not Required,English,Synthetic Survey
MPF01085,Please improve cleanliness in the washroom area.,3,Line 6,Jogeshwari,2026-07-31,Other,Cleanliness,station_cleanliness,Neutral,-0.07,Medium,Tourist,In Review,Hinglish,Synthetic Survey
MPF01086,"Today, The fare is reasonable for the service provided.",3,Line 3,Aarey JVLR,2026-08-21,Other,Fare,fare_value,Neutral,-0.06,Medium,Senior citizen,Open,English,Synthetic Complaint
MPF01087,"Overall, Better last-mile connectivity would help passengers.",3,Line 3,BKC,2026-01-08,College,Connectivity,bus_connection,Neutral,0.02,Medium,Tourist,Resolved,English,Synthetic Complaint
MPF01088,The station floor was dirty and bins were overflowing.,2,Line 1,Ghatkopar,2026-08-03,College,Cleanliness,washroom_cleanliness,Negative,-0.78,High,Tourist,In Review,English,Synthetic Review
MPF01089,"Today, There should be more working ticket counters during rush hours.",2,Line 6,Shyam Nagar,2026-03-28,Other,Ticketing,ticket_machine,Negative,-0.5,High,General,Open,English,Synthetic Review
MPF01090,"During my trip, The metro connection to other transport was convenient.",5,Line 3,SEEPZ,2026-02-18,Tourism,Connectivity,bus_connection,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint
MPF01091,"During my trip, Please improve passenger safety near the platform edge.",3,Line 7,Dindoshi,2026-03-17,Other,Safety,platform_safety,Neutral,-0.02,Medium,Working professional,Open,English,Synthetic Complaint
MPF01092,"Today, The interchange process was smooth and well signposted.",5,Line 7,Mogharpada,2026-08-01,Daily commute,Connectivity,bus_connection,Positive,0.76,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF01093,"Today, The platform was overcrowded and felt unsafe.",2,Line 2A,Poisar,2026-03-06,Shopping,Safety,platform_safety,Negative,-0.39,High,General,Resolved,English,Synthetic Survey
MPF01094,"Overall, The fare is reasonable for the service provided.",4,Line 3,BKC,2026-04-18,Shopping,Fare,fare_value,Positive,0.92,Low,General,Resolved,English,Synthetic Complaint
MPF01095,Please review the fare for frequent daily commuters.,3,Line 7,Aarey,2026-07-14,College,Fare,fare_value,Neutral,-0.01,Medium,Student,Not Required,English,Synthetic Review
MPF01096,"In my experience, Buying the ticket was quick and easy.",5,Line 1,Andheri,2026-03-28,Daily commute,Ticketing,qr_scanner,Positive,0.6,Low,Tourist,Not Required,English,Synthetic Survey
MPF01097,"Overall, The ticket price feels expensive for a short journey.",3,Line 7,Goregaon East,2026-01-06,College,Fare,frequent_commuter_cost,Neutral,0.02,Medium,General,Open,English,Synthetic Survey
MPF01098,"Overall, The staff member at the counter was rude and unhelpful.",2,Line 6,Shyam Nagar,2026-02-01,Work,Staff Behaviour,staff_politeness,Negative,-0.58,High,Student,In Review,English,Synthetic Review
MPF01099,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 2A,Poisar,2026-03-20,Work,Staff Behaviour,staff_helpfulness,Negative,-0.41,High,Senior citizen,Open,English,Synthetic Complaint
MPF01100,"Overall, Please review the fare for frequent daily commuters.",2,Line 6,Kanjurmarg,2026-07-12,Shopping,Fare,fare_complaint,Negative,-0.44,High,Tourist,Resolved,English,Synthetic Complaint
MPF01101,"Today, The ticket machine was not working and caused a queue.",2,Line 1,Ghatkopar,2026-06-07,Tourism,Ticketing,counter_queue,Negative,-0.48,High,Senior citizen,Resolved,English,Synthetic Complaint
MPF01102,Security staff guided me properly when I asked for help.,5,Line 3,BKC,2026-03-22,Other,Staff Behaviour,staff_helpfulness,Positive,0.88,Low,Tourist,Not Required,English,Synthetic Survey
MPF01103,"Today, Security staff guided me properly when I asked for help.",5,Line 3,SEEPZ,2026-07-24,Daily commute,Staff Behaviour,staff_politeness,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint
MPF01104,Security presence at the station was reassuring.,5,Line 3,BKC,2026-03-10,Shopping,Safety,security_presence,Positive,0.72,Low,Tourist,Not Required,English,Synthetic Survey
MPF01105,"In my experience, Too many passengers were packed into the train today.",3,Line 7,Jogeshwari East,2026-07-14,Work,Crowding,peak_hour_crowding,Neutral,0.02,Medium,Student,In Review,Hinglish,Synthetic Survey
MPF01106,The coach was clean and well maintained.,5,Line 1,DN Nagar,2026-02-28,Shopping,Cleanliness,station_cleanliness,Positive,0.92,Low,Working professional,Not Required,English,Synthetic Survey
MPF01107,The metro connection to other transport was convenient.,5,Line 7,Dindoshi,2026-03-02,Other,Connectivity,interchange,Positive,0.57,Low,Working professional,Not Required,English,Synthetic Survey
MPF01108,"During my trip, The coach was clean and well maintained.",5,Line 2A,Goregaon West,2026-08-27,Shopping,Cleanliness,coach_cleanliness,Positive,0.76,Low,General,Not Required,English,Synthetic Complaint
MPF01109,"In my experience, The platform was overcrowded and felt unsafe.",1,Line 2A,Dahisar East,2026-08-05,Daily commute,Safety,platform_safety,Negative,-0.65,High,Tourist,In Review,English,Synthetic Survey
MPF01110,"Overall, Security presence at the station was reassuring.",5,Line 2A,Goregaon West,2026-02-04,Daily commute,Safety,platform_safety,Positive,0.62,Low,Working professional,Not Required,English,Synthetic Review
MPF01111,"Today, Better last-mile connectivity would help passengers.",4,Line 7,Jogeshwari East,2026-07-03,Shopping,Connectivity,last_mile,Positive,0.77,Low,General,Resolved,English,Synthetic Complaint
MPF01112,"In my experience, Better last-mile connectivity would help passengers.",3,Line 3,SEEPZ,2026-01-30,Daily commute,Connectivity,last_mile,Neutral,-0.07,Medium,Working professional,In Review,English,Synthetic Review
MPF01113,Good value for money compared with other transport options.,5,Line 3,Marol Naka,2026-07-22,Daily commute,Fare,frequent_commuter_cost,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01114,The ticket price feels expensive for a short journey.,2,Line 2A,Kandarpada,2026-08-14,College,Fare,fare_value,Negative,-0.41,High,Tourist,Resolved,English,Synthetic Review
MPF01115,"Overall, The fare is reasonable for the service provided.",3,Line 3,MIDC,2026-08-12,Daily commute,Fare,fare_complaint,Neutral,-0.04,Medium,Senior citizen,Resolved,English,Synthetic Complaint
MPF01116,"In my experience, The QR ticket scanner worked smoothly.",5,Line 1,Ghatkopar,2026-02-12,Shopping,Ticketing,ticket_machine,Positive,0.57,Low,Student,Not Required,English,Synthetic Complaint
MPF01117,The interchange process was smooth and well signposted.,5,Line 1,DN Nagar,2026-04-28,Tourism,Connectivity,bus_connection,Positive,0.64,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01118,"In my experience, The QR ticket scanner worked smoothly.",5,Line 6,Shyam Nagar,2026-07-06,Shopping,Ticketing,qr_scanner,Positive,0.6,Low,Tourist,Resolved,English,Synthetic Complaint
MPF01119,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 6,Kanjurmarg,2026-06-07,Other,Cleanliness,station_cleanliness,Negative,-0.51,High,Senior citizen,Open,English,Synthetic Survey
MPF01120,"During my trip, The station staff were polite and helpful.",4,Line 7,Jogeshwari East,2026-05-21,Work,Staff Behaviour,security_assistance,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Review
MPF01121,The train was delayed by 10 minutes and I missed my connection.,2,Line 7,Dindoshi,2026-01-30,Daily commute,Delay,late_train,Negative,-0.51,High,Working professional,Resolved,English,Synthetic Review
MPF01122,"During my trip, The station infrastructure appeared well maintained.",5,Line 3,SEEPZ,2026-06-20,Other,Maintenance,signage_and_fixtures,Positive,0.77,Low,Senior citizen,Resolved,English,Synthetic Survey
MPF01123,The ticket machine was not working and caused a queue.,2,Line 6,Kanjurmarg,2026-09-01,College,Ticketing,qr_scanner,Negative,-0.66,High,General,Resolved,English,Synthetic Survey
MPF01124,"Overall, The station floor was dirty and bins were overflowing.",2,Line 7,Goregaon East,2026-05-19,Work,Cleanliness,washroom_cleanliness,Negative,-0.42,High,Tourist,Not Required,Hinglish,Synthetic Complaint
MPF01125,"During my trip, Please review the fare for frequent daily commuters.",3,Line 7,Jogeshwari East,2026-08-26,Work,Fare,fare_value,Neutral,-0.08,Medium,General,Not Required,English,Synthetic Review
MPF01126,"Today, The ticket price feels expensive for a short journey.",1,Line 3,Marol Naka,2026-08-26,College,Fare,fare_complaint,Negative,-0.75,High,Student,Resolved,English,Synthetic Review
MPF01127,"During my trip, Please review the fare for frequent daily commuters.",3,Line 6,Jogeshwari,2026-04-07,Work,Fare,fare_value,Neutral,0.02,Medium,Senior citizen,In Review,English,Synthetic Complaint
MPF01128,"In my experience, The coach was clean and well maintained.",5,Line 1,Andheri,2026-01-09,Daily commute,Cleanliness,coach_cleanliness,Positive,0.75,Low,Working professional,Not Required,Hinglish,Synthetic Survey
